cliente,fecha,servicio,producto,ubicacion,cantidad,monto_usd,monto_pen,año,mes
Cliente B,2025-12-06 21:15:40.541,Servicio 2,Producto B,Zona Norte,1,8459.19,31721.96,2025,12
Cliente C,2025-12-07 23:34:03.243,Servicio 2,Producto B,Zona Centro,9,3243.34,12162.53,2025,12
Cliente C,2025-12-09 01:52:25.946,Servicio 3,Producto B,Zona Sur,15,10945.57,41045.89,2025,12
Cliente C,2025-12-10 04:10:48.649,Servicio 2,Producto C,Zona Sur,1,7911.15,29666.81,2025,12
Cliente D,2025-12-11 06:29:11.351,Servicio 1,Producto A,Zona Centro,12,9262.54,34734.52,2025,12
Cliente D,2025-12-12 08:47:34.054,Servicio 1,Producto C,Zona Norte,3,7183.03,26936.36,2025,12
Cliente B,2025-12-13 11:05:56.757,Servicio 3,Producto B,Zona Sur,11,12516.28,46936.05,2025,12
Cliente C,2025-12-14 13:24:19.459,Servicio 1,Producto C,Zona Sur,2,12528.66,46982.48,2025,12
Cliente C,2025-12-15 15:42:42.162,Servicio 2,Producto A,Zona Centro,16,10786.14,40448.02,2025,12
Cliente E,2025-12-16 18:01:04.865,Servicio 1,Producto C,Zona Centro,9,2028.32,7606.2,2025,12
Cliente D,2025-12-17 20:19:27.568,Servicio 3,Producto A,Zona Norte,15,12663.38,47487.68,2025,12
Cliente C,2025-12-18 22:37:50.270,Servicio 2,Producto C,Zona Sur,12,10229.69,38361.34,2025,12
Cliente B,2025-12-20 00:56:12.973,Servicio 3,Producto A,Zona Norte,1,10606.85,39775.69,2025,12
Cliente B,2025-12-21 03:14:35.676,Servicio 2,Producto A,Zona Norte,13,5763.25,21612.19,2025,12
Cliente C,2025-12-22 05:32:58.378,Servicio 1,Producto B,Zona Centro,14,13249.55,49685.81,2025,12
Cliente D,2025-12-23 07:51:21.081,Servicio 3,Producto A,Zona Sur,8,11017.89,41317.09,2025,12
Cliente B,2025-12-24 10:09:43.784,Servicio 3,Producto B,Zona Sur,8,2132.56,7997.1,2025,12
Cliente E,2025-12-25 12:28:06.486,Servicio 2,Producto B,Zona Sur,12,6412.78,24047.92,2025,12
Cliente B,2025-12-26 14:46:29.189,Servicio 3,Producto B,Zona Centro,1,13352.52,50071.95,2025,12
Cliente A,2025-12-27 17:04:51.892,Servicio 2,Producto C,Zona Centro,11,1184.35,4441.31,2025,12
Cliente A,2025-12-28 19:23:14.595,Servicio 2,Producto C,Zona Centro,8,14440.54,54152.02,2025,12
Cliente D,2025-12-29 21:41:37.297,Servicio 2,Producto C,Zona Centro,10,10347.86,38804.48,2025,12
Cliente C,2025-12-31 00:00:00.000,Servicio 2,Producto C,Zona Centro,19,9654.95,36206.06,2025,12
